/Users/harshdarji/Documents/Projects/Self Driving Car/IMG/center_2022_01_29_18_31_05_692.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/left_2022_01_29_18_31_05_692.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/right_2022_01_29_18_31_05_692.jpg, 0, 0, 0, 0.0001121547
/Users/harshdarji/Documents/Projects/Self Driving Car/IMG/center_2022_01_29_18_31_05_796.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/left_2022_01_29_18_31_05_796.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/right_2022_01_29_18_31_05_796.jpg, 0, 0, 0, 4.948964E-05
/Users/harshdarji/Documents/Projects/Self Driving Car/IMG/center_2022_01_29_18_31_05_902.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/left_2022_01_29_18_31_05_902.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/right_2022_01_29_18_31_05_902.jpg, 0, 0, 0, 5.84945E-05
/Users/harshdarji/Documents/Projects/Self Driving Car/IMG/center_2022_01_29_18_31_06_002.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/left_2022_01_29_18_31_06_002.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/right_2022_01_29_18_31_06_002.jpg, 0, 0, 0, 5.517175E-05
/Users/harshdarji/Documents/Projects/Self Driving Car/IMG/center_2022_01_29_18_31_06_104.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/left_2022_01_29_18_31_06_104.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/right_2022_01_29_18_31_06_104.jpg, 0, 0, 0, 3.828885E-05
/Users/harshdarji/Documents/Projects/Self Driving Car/IMG/center_2022_01_29_18_31_06_210.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/left_2022_01_29_18_31_06_210.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/right_2022_01_29_18_31_06_210.jpg, 0, 0, 0, 4.136207E-05
/Users/harshdarji/Documents/Projects/Self Driving Car/IMG/center_2022_01_29_18_31_06_310.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/left_2022_01_29_18_31_06_310.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/right_2022_01_29_18_31_06_310.jpg, 0, 0, 0, 5.996692E-05
/Users/harshdarji/Documents/Projects/Self Driving Car/IMG/center_2022_01_29_18_31_06_412.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/left_2022_01_29_18_31_06_412.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/right_2022_01_29_18_31_06_412.jpg, 0, 0, 0, 3.840767E-05
/Users/harshdarji/Documents/Projects/Self Driving Car/IMG/center_2022_01_29_18_31_06_515.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/left_2022_01_29_18_31_06_515.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/right_2022_01_29_18_31_06_515.jpg, 0, 0, 0, 3.854332E-05
/Users/harshdarji/Documents/Projects/Self Driving Car/IMG/center_2022_01_29_18_31_06_616.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/left_2022_01_29_18_31_06_616.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/right_2022_01_29_18_31_06_616.jpg, 0, 0, 0, 3.906702E-05
/Users/harshdarji/Documents/Projects/Self Driving Car/IMG/center_2022_01_29_18_31_06_716.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/left_2022_01_29_18_31_06_716.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/right_2022_01_29_18_31_06_716.jpg, 0, 0, 0, 5.287235E-05
/Users/harshdarji/Documents/Projects/Self Driving Car/IMG/center_2022_01_29_18_31_06_821.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/left_2022_01_29_18_31_06_821.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/right_2022_01_29_18_31_06_821.jpg, 0, 0, 0, 5.410732E-05
/Users/harshdarji/Documents/Projects/Self Driving Car/IMG/center_2022_01_29_18_31_06_921.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/left_2022_01_29_18_31_06_921.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/right_2022_01_29_18_31_06_921.jpg, 0, 0, 0, 5.246896E-05
/Users/harshdarji/Documents/Projects/Self Driving Car/IMG/center_2022_01_29_18_31_07_024.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/left_2022_01_29_18_31_07_024.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/right_2022_01_29_18_31_07_024.jpg, 0, 0, 0, 7.042765E-05
/Users/harshdarji/Documents/Projects/Self Driving Car/IMG/center_2022_01_29_18_31_07_127.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/left_2022_01_29_18_31_07_127.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/right_2022_01_29_18_31_07_127.jpg, 0, 0, 0, 7.266955E-05
/Users/harshdarji/Documents/Projects/Self Driving Car/IMG/center_2022_01_29_18_31_07_230.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/left_2022_01_29_18_31_07_230.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/right_2022_01_29_18_31_07_230.jpg, 0, 0.2794622, 0, 0.2450498
/Users/harshdarji/Documents/Projects/Self Driving Car/IMG/center_2022_01_29_18_31_07_335.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/left_2022_01_29_18_31_07_335.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/right_2022_01_29_18_31_07_335.jpg, 0, 0.576504, 0, 0.7972712
/Users/harshdarji/Documents/Projects/Self Driving Car/IMG/center_2022_01_29_18_31_07_440.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/left_2022_01_29_18_31_07_440.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/right_2022_01_29_18_31_07_440.jpg, 0, 0.936675, 0, 1.919318
/Users/harshdarji/Documents/Projects/Self Driving Car/IMG/center_2022_01_29_18_31_07_542.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/left_2022_01_29_18_31_07_542.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/right_2022_01_29_18_31_07_542.jpg, 0, 1, 0, 3.134898
/Users/harshdarji/Documents/Projects/Self Driving Car/IMG/center_2022_01_29_18_31_07_643.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/left_2022_01_29_18_31_07_643.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/right_2022_01_29_18_31_07_643.jpg, 0, 1, 0, 4.340264
/Users/harshdarji/Documents/Projects/Self Driving Car/IMG/center_2022_01_29_18_31_07_744.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/left_2022_01_29_18_31_07_744.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/right_2022_01_29_18_31_07_744.jpg, 0, 1, 0, 5.536195
/Users/harshdarji/Documents/Projects/Self Driving Car/IMG/center_2022_01_29_18_31_07_844.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/left_2022_01_29_18_31_07_844.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/right_2022_01_29_18_31_07_844.jpg, 0, 1, 0, 6.720701
/Users/harshdarji/Documents/Projects/Self Driving Car/IMG/center_2022_01_29_18_31_07_948.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/left_2022_01_29_18_31_07_948.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/right_2022_01_29_18_31_07_948.jpg, 0, 1, 0, 7.893703
/Users/harshdarji/Documents/Projects/Self Driving Car/IMG/center_2022_01_29_18_31_08_052.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/left_2022_01_29_18_31_08_052.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/right_2022_01_29_18_31_08_052.jpg, -0.2286959, 1, 0, 9.042661
/Users/harshdarji/Documents/Projects/Self Driving Car/IMG/center_2022_01_29_18_31_08_153.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/left_2022_01_29_18_31_08_153.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/right_2022_01_29_18_31_08_153.jpg, -0.19302, 1, 0, 10.16656
/Users/harshdarji/Documents/Projects/Self Driving Car/IMG/center_2022_01_29_18_31_08_257.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/left_2022_01_29_18_31_08_257.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/right_2022_01_29_18_31_08_257.jpg, 0, 1, 0, 11.3013
/Users/harshdarji/Documents/Projects/Self Driving Car/IMG/center_2022_01_29_18_31_08_362.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/left_2022_01_29_18_31_08_362.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/right_2022_01_29_18_31_08_362.jpg, 0, 1, 0, 12.62405
/Users/harshdarji/Documents/Projects/Self Driving Car/IMG/center_2022_01_29_18_31_08_462.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/left_2022_01_29_18_31_08_462.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/right_2022_01_29_18_31_08_462.jpg, 0, 1, 0, 13.80913
/Users/harshdarji/Documents/Projects/Self Driving Car/IMG/center_2022_01_29_18_31_08_563.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/left_2022_01_29_18_31_08_563.jpg, /Users/harshdarji/Documents/Projects/Self Driving Car/IMG/right_2022_01_29_18_31_08_563.jpg, -0.08131207, 1, 0, 14.8426
